            t            kx            ky            kz         vbarx         vbary         vbarz
   195.600000     -0.004827      2.715904     -2.475332      0.159395      0.106203     -0.004737 
   195.700000     -0.002157      2.715904     -2.475866      0.159314      0.106149     -0.004735 
   195.800000      0.000512      2.715865     -2.476384      0.159233      0.106095     -0.004733 
   195.900000      0.003182      2.715787     -2.476887      0.159151      0.106041     -0.004730 
   196.000000      0.005852      2.715669     -2.477374      0.159070      0.105987     -0.004728 
   196.100000      0.008522      2.715511     -2.477845      0.158989      0.105933     -0.004725 
   196.200000      0.011194      2.715314     -2.478300      0.158908      0.105879     -0.004723 
   196.300000      0.013866      2.715078     -2.478740      0.158827      0.105825     -0.004721 
   196.400000      0.016539      2.714801     -2.479164      0.158746      0.105772     -0.004718 
   196.500000      0.019213      2.714485     -2.479573      0.158665      0.105718     -0.004716 
   196.600000      0.021889      2.714130     -2.479965      0.158585      0.105664     -0.004714 
   196.700000      0.024567      2.713735     -2.480343      0.158504      0.105611     -0.004711 
   196.800000      0.027246      2.713300     -2.480705      0.158424      0.105557     -0.004709 
   196.900000      0.029928      2.712825     -2.481051      0.158343      0.105504     -0.004706 
   197.000000      0.032612      2.712311     -2.481382      0.158263      0.105450     -0.004704 
   197.100000      0.035298      2.711757     -2.481698      0.158183      0.105397     -0.004702 
   197.200000      0.037988      2.711163     -2.481998      0.158102      0.105343     -0.004699 
   197.300000      0.040680      2.710529     -2.482283      0.158022      0.105290     -0.004697 
   197.400000      0.043376      2.709855     -2.482553      0.157942      0.105237     -0.004694 
   197.500000      0.046074      2.709141     -2.482807      0.157862      0.105184     -0.004692 
   197.600000      0.048777      2.708388     -2.483046      0.157782      0.105131     -0.004690 
   197.700000      0.051483      2.707594     -2.483270      0.157703      0.105077     -0.004687 
   197.800000      0.054194      2.706761     -2.483479      0.157623      0.105024     -0.004685 
   197.900000      0.056908      2.705887     -2.483672      0.157543      0.104971     -0.004683 
   198.000000      0.059627      2.704973     -2.483850      0.157464      0.104919     -0.004680 
   198.100000      0.062351      2.704019     -2.484013      0.157384      0.104866     -0.004678 
   198.200000      0.065079      2.703024     -2.484161      0.157305      0.104813     -0.004676 
   198.300000      0.067813      2.701989     -2.484294      0.157226      0.104760     -0.004673 
   198.400000      0.070551      2.700914     -2.484412      0.157146      0.104707     -0.004671 
   198.500000      0.073296      2.699799     -2.484514      0.157067      0.104655     -0.004669 
   198.600000      0.076046      2.698642     -2.484602      0.156988      0.104602     -0.004666 
   198.700000      0.078802      2.697445     -2.484674      0.156909      0.104550     -0.004664 
   198.800000      0.081564      2.696208     -2.484732      0.156830      0.104497     -0.004662 
   198.900000      0.084332      2.694930     -2.484774      0.156752      0.104445     -0.004659 
   199.000000      0.087107      2.693611     -2.484801      0.156673      0.104392     -0.004657 
   199.100000      0.089889      2.692250     -2.484814      0.156594      0.104340     -0.004655 
   199.200000      0.092678      2.690849     -2.484811      0.156516      0.104288     -0.004652 
   199.300000      0.095474      2.689407     -2.484793      0.156437      0.104235     -0.004650 
   199.400000      0.098277      2.687924     -2.484761      0.156359      0.104183     -0.004648 
   199.500000      0.101088      2.686399     -2.484713      0.156280      0.104131     -0.004645 
   199.600000      0.103907      2.684833     -2.484651      0.156202      0.104079     -0.004643 
   199.700000      0.106734      2.683226     -2.484573      0.156124      0.104027     -0.004641 
   199.800000      0.109569      2.681577     -2.484480      0.156046      0.103975     -0.004638 
   199.900000      0.112413      2.679887     -2.484373      0.155968      0.103923     -0.004636 
   200.000000      0.115265      2.678154     -2.484251      0.155890      0.103871     -0.004634 
   200.100000      0.118127      2.676380     -2.484113      0.155812      0.103819     -0.004631 
   200.200000      0.120997      2.674564     -2.483961      0.155734      0.103768     -0.004629 
   200.300000      0.123877      2.672706     -2.483794      0.155657      0.103716     -0.004627 
   200.400000      0.126767      2.670806     -2.483612      0.155579      0.103664     -0.004624 
   200.500000      0.129666      2.668863     -2.483414      0.155502      0.103613     -0.004622 
   200.600000      0.132576      2.666879     -2.483202      0.155424      0.103561     -0.004620 
   200.700000      0.135495      2.664851     -2.482975      0.155347      0.103510     -0.004618 
   200.800000      0.138426      2.662781     -2.482733      0.155269      0.103458     -0.004615 
   200.900000      0.141367      2.660669     -2.482476      0.155192      0.103407     -0.004613 
   201.000000      0.144318      2.658513     -2.482205      0.155115      0.103355     -0.004611 
   201.100000      0.147281      2.656314     -2.481918      0.155038      0.103304     -0.004608 
   201.200000      0.150256      2.654073     -2.481616      0.154961      0.103253     -0.004606 
   201.300000      0.153242      2.651788     -2.481299      0.154884      0.103202     -0.004604 
   201.400000      0.156240      2.649460     -2.480968      0.154807      0.103150     -0.004602 
   201.500000      0.159250      2.647088     -2.480621      0.154731      0.103099     -0.004599 
   201.600000      0.162272      2.644673     -2.480259      0.154654      0.103048     -0.004597 
   201.700000      0.165307      2.642214     -2.479883      0.154577      0.102997     -0.004595 
   201.800000      0.168354      2.639711     -2.479491      0.154501      0.102946     -0.004593 
   201.900000      0.171415      2.637164     -2.479084      0.154424      0.102895     -0.004590 
   202.000000      0.174489      2.634573     -2.478663      0.154348      0.102845     -0.004588 
   202.100000      0.177576      2.631938     -2.478226      0.154272      0.102794     -0.004586 
   202.200000      0.180677      2.629258     -2.477774      0.154195      0.102743     -0.004583 
   202.300000      0.183791      2.626534     -2.477308      0.154119      0.102692     -0.004581 
   202.400000      0.186920      2.623765     -2.476826      0.154043      0.102642     -0.004579 
   202.500000      0.190064      2.620951     -2.476329      0.153967      0.102591     -0.004577 
   202.600000      0.193222      2.618093     -2.475817      0.153891      0.102541     -0.004574 
   202.700000      0.196395      2.615189     -2.475290      0.153815      0.102490     -0.004572 
   202.800000      0.199582      2.612240     -2.474748      0.153740      0.102440     -0.004570 
   202.900000      0.202786      2.609245     -2.474191      0.153664      0.102389     -0.004568 
   203.000000      0.206005      2.606205     -2.473619      0.153588      0.102339     -0.004565 
   203.100000      0.209239      2.603119     -2.473031      0.153513      0.102289     -0.004563 
   203.200000      0.212490      2.599987     -2.472428      0.153437      0.102238     -0.004561 
   203.300000      0.215757      2.596809     -2.471811      0.153362      0.102188     -0.004559 
   203.400000      0.219041      2.593585     -2.471178      0.153287      0.102138     -0.004557 
   203.500000      0.222341      2.590314     -2.470530      0.153212      0.102088     -0.004554 
   203.600000      0.225658      2.586997     -2.469866      0.153136      0.102038     -0.004552 
   203.700000      0.228993      2.583634     -2.469188      0.153061      0.101988     -0.004550 
   203.800000      0.232345      2.580223     -2.468494      0.152986      0.101938     -0.004548 
   203.900000      0.235715      2.576766     -2.467785      0.152911      0.101888     -0.004545 
   204.000000      0.239103      2.573261     -2.467061      0.152836      0.101838     -0.004543 
   204.100000      0.242509      2.569709     -2.466321      0.152762      0.101788     -0.004541 
   204.200000      0.245934      2.566110     -2.465566      0.152687      0.101739     -0.004539 
   204.300000      0.249378      2.562463     -2.464796      0.152612      0.101689     -0.004537 
   204.400000      0.252840      2.558768     -2.464011      0.152538      0.101639     -0.004534 
   204.500000      0.256322      2.555025     -2.463210      0.152463      0.101590     -0.004532 
   204.600000      0.259823      2.551234     -2.462394      0.152389      0.101540     -0.004530 
   204.700000      0.263345      2.547395     -2.461563      0.152315      0.101491     -0.004528 
   204.800000      0.266886      2.543507     -2.460716      0.152240      0.101441     -0.004526 
   204.900000      0.270447      2.539571     -2.459854      0.152166      0.101392     -0.004523 
   205.000000      0.274030      2.535586     -2.458976      0.152092      0.101342     -0.004521 
   205.100000      0.277632      2.531552     -2.458083      0.152018      0.101293     -0.004519 
   205.200000      0.281256      2.527469     -2.457175      0.151944      0.101244     -0.004517 
   205.300000      0.284902      2.523337     -2.456251      0.151870      0.101195     -0.004515 
   205.400000      0.288569      2.519156     -2.455312      0.151796      0.101145     -0.004512 
   205.500000      0.292258      2.514924     -2.454357      0.151722      0.101096     -0.004510 
   205.600000      0.295969      2.510644     -2.453387      0.151649      0.101047     -0.004508 
   205.700000      0.299702      2.506313     -2.452401      0.151575      0.100998     -0.004506 
   205.800000      0.303458      2.501932     -2.451400      0.151502      0.100949     -0.004504 
   205.900000      0.307237      2.497501     -2.450384      0.151428      0.100900     -0.004501 
   206.000000      0.311039      2.493020     -2.449352      0.151355      0.100851     -0.004499 
   206.100000      0.314865      2.488488     -2.448304      0.151281      0.100802     -0.004497 
   206.200000      0.318715      2.483906     -2.447241      0.151208      0.100754     -0.004495 
   206.300000      0.322588      2.479273     -2.446162      0.151135      0.100705     -0.004493 
   206.400000      0.326486      2.474588     -2.445068      0.151062      0.100656     -0.004491 
   206.500000      0.330409      2.469853     -2.443959      0.150989      0.100608     -0.004488 
   206.600000      0.334356      2.465067     -2.442834      0.150916      0.100559     -0.004486 
   206.700000      0.338329      2.460229     -2.441693      0.150843      0.100510     -0.004484 
   206.800000      0.342327      2.455340     -2.440537      0.150770      0.100462     -0.004482 
   206.900000      0.346350      2.450399     -2.439365      0.150697      0.100413     -0.004480 
   207.000000      0.350400      2.445406     -2.438178      0.150625      0.100365     -0.004478 
   207.100000      0.354476      2.440361     -2.436975      0.150552      0.100317     -0.004475 
   207.200000      0.358578      2.435264     -2.435757      0.150480      0.100268     -0.004473 
   207.300000      0.362708      2.430115     -2.434523      0.150407      0.100220     -0.004471 
   207.400000      0.366864      2.424914     -2.433274      0.150335      0.100172     -0.004469 
   207.500000      0.371048      2.419660     -2.432010      0.150262      0.100124     -0.004467 
   207.600000      0.375260      2.414354     -2.430729      0.150190      0.100076     -0.004465 
   207.700000      0.379499      2.408995     -2.429434      0.150118      0.100027     -0.004463 
   207.800000      0.383767      2.403584     -2.428123      0.150046      0.099979     -0.004460 
   207.900000      0.388064      2.398119     -2.426796      0.149974      0.099931     -0.004458 
   208.000000      0.392389      2.392601     -2.425454      0.149902      0.099883     -0.004456 
   208.100000      0.396744      2.387031     -2.424097      0.149830      0.099836     -0.004454 
   208.200000      0.401128      2.381407     -2.422724      0.149758      0.099788     -0.004452 
   208.300000      0.405542      2.375729     -2.421336      0.149686      0.099740     -0.004450 
   208.400000      0.409985      2.369999     -2.419932      0.149615      0.099692     -0.004448 
   208.500000      0.414460      2.364215     -2.418514      0.149543      0.099644     -0.004445 
   208.600000      0.418965      2.358377     -2.417080      0.149471      0.099597     -0.004443 
   208.700000      0.423501      2.352486     -2.415630      0.149400      0.099549     -0.004441 
   208.800000      0.428068      2.346541     -2.414166      0.149329      0.099502     -0.004439 
   208.900000      0.432667      2.340542     -2.412686      0.149257      0.099454     -0.004437 
   209.000000      0.437298      2.334490     -2.411191      0.149186      0.099407     -0.004435 
   209.100000      0.441961      2.328384     -2.409681      0.149115      0.099359     -0.004433 
   209.200000      0.446656      2.322223     -2.408156      0.149044      0.099312     -0.004431 
   209.300000      0.451384      2.316009     -2.406616      0.148972      0.099264     -0.004429 
   209.400000      0.456146      2.309741     -2.405061      0.148901      0.099217     -0.004426 
   209.500000      0.460940      2.303419     -2.403491      0.148831      0.099170     -0.004424 
   209.600000      0.465769      2.297043     -2.401907      0.148760      0.099123     -0.004422 
   209.700000      0.470632      2.290612     -2.400307      0.148689      0.099075     -0.004420 
   209.800000      0.475528      2.284128     -2.398693      0.148618      0.099028     -0.004418 
   209.900000      0.480460      2.277590     -2.397064      0.148547      0.098981     -0.004416 
   210.000000      0.485427      2.270997     -2.395420      0.148477      0.098934     -0.004414 
   210.100000      0.490429      2.264351     -2.393762      0.148406      0.098887     -0.004412 
   210.200000      0.495466      2.257650     -2.392089      0.148336      0.098840     -0.004410 
   210.300000      0.500540      2.250896     -2.390402      0.148265      0.098793     -0.004408 
   210.400000      0.505649      2.244087     -2.388701      0.148195      0.098747     -0.004405 
   210.500000      0.510795      2.237225     -2.386985      0.148125      0.098700     -0.004403 
   210.600000      0.515978      2.230309     -2.385255      0.148055      0.098653     -0.004401 
   210.700000      0.521199      2.223339     -2.383511      0.147985      0.098606     -0.004399 
   210.800000      0.526456      2.216316     -2.381753      0.147915      0.098560     -0.004397 
   210.900000      0.531752      2.209239     -2.379982      0.147845      0.098513     -0.004395 
   211.000000      0.537085      2.202108     -2.378196      0.147775      0.098466     -0.004393 
   211.100000      0.542457      2.194924     -2.376397      0.147705      0.098420     -0.004391 
   211.200000      0.547868      2.187687     -2.374584      0.147635      0.098373     -0.004389 
   211.300000      0.553318      2.180396     -2.372758      0.147565      0.098327     -0.004387 
   211.400000      0.558807      2.173053     -2.370918      0.147496      0.098281     -0.004385 
   211.500000      0.564336      2.165656     -2.369065      0.147426      0.098234     -0.004383 
   211.600000      0.569904      2.158207     -2.367200      0.147356      0.098188     -0.004381 
   211.700000      0.575513      2.150706     -2.365321      0.147287      0.098142     -0.004378 
   211.800000      0.581163      2.143152     -2.363429      0.147218      0.098095     -0.004376 
   211.900000      0.586853      2.135546     -2.361525      0.147148      0.098049     -0.004374 
   212.000000      0.592585      2.127888     -2.359608      0.147079      0.098003     -0.004372 
   212.100000      0.598357      2.120178     -2.357679      0.147010      0.097957     -0.004370 
   212.200000      0.604172      2.112417     -2.355737      0.146941      0.097911     -0.004368 
   212.300000      0.610029      2.104605     -2.353783      0.146872      0.097865     -0.004366 
   212.400000      0.615928      2.096741     -2.351818      0.146803      0.097819     -0.004364 
   212.500000      0.621869      2.088827     -2.349841      0.146734      0.097773     -0.004362 
   212.600000      0.627854      2.080863     -2.347852      0.146665      0.097727     -0.004360 
   212.700000      0.633882      2.072848     -2.345851      0.146596      0.097681     -0.004358 
   212.800000      0.639953      2.064784     -2.343840      0.146527      0.097636     -0.004356 
   212.900000      0.646068      2.056670     -2.341817      0.146459      0.097590     -0.004354 
   213.000000      0.652227      2.048507     -2.339784      0.146390      0.097544     -0.004352 
   213.100000      0.658430      2.040295     -2.337740      0.146321      0.097498     -0.004350 
   213.200000      0.664677      2.032035     -2.335685      0.146253      0.097453     -0.004348 
   213.300000      0.670970      2.023726     -2.333620      0.146185      0.097407     -0.004346 
   213.400000      0.677307      2.015370     -2.331545      0.146116      0.097362     -0.004344 
   213.500000      0.683690      2.006967     -2.329461      0.146048      0.097316     -0.004342 
   213.600000      0.690118      1.998518     -2.327366      0.145980      0.097271     -0.004340 
   213.700000      0.696592      1.990021     -2.325263      0.145912      0.097225     -0.004338 
   213.800000      0.703112      1.981479     -2.323150      0.145843      0.097180     -0.004336 
   213.900000      0.709678      1.972892     -2.321028      0.145775      0.097135     -0.004334 
   214.000000      0.716291      1.964260     -2.318898      0.145708      0.097089     -0.004332 
   214.100000      0.722950      1.955583     -2.316759      0.145640      0.097044     -0.004330 
   214.200000      0.729656      1.946863     -2.314612      0.145572      0.096999     -0.004328 
   214.300000      0.736409      1.938099     -2.312457      0.145504      0.096954     -0.004325 
   214.400000      0.743209      1.929293     -2.310295      0.145436      0.096909     -0.004323 
   214.500000      0.750056      1.920444     -2.308125      0.145369      0.096864     -0.004321 
   214.600000      0.756951      1.911554     -2.305948      0.145301      0.096819     -0.004319 
   214.700000      0.763894      1.902623     -2.303764      0.145234      0.096774     -0.004317 
   214.800000      0.770884      1.893652     -2.301573      0.145166      0.096729     -0.004315 
   214.900000      0.777922      1.884641     -2.299377      0.145099      0.096684     -0.004313 
   215.000000      0.785009      1.875591     -2.297174      0.145031      0.096639     -0.004311 
   215.100000      0.792143      1.866503     -2.294966      0.144964      0.096594     -0.004309 
   215.200000      0.799326      1.857378     -2.292752      0.144897      0.096549     -0.004307 
   215.300000      0.806558      1.848215     -2.290533      0.144830      0.096505     -0.004305 
   215.400000      0.813837      1.839016     -2.288310      0.144763      0.096460     -0.004303 
   215.500000      0.821166      1.829782     -2.286082      0.144696      0.096415     -0.004301 
   215.600000      0.828543      1.820514     -2.283850      0.144629      0.096371     -0.004299 
   215.700000      0.835968      1.811212     -2.281614      0.144562      0.096326     -0.004297 
   215.800000      0.843443      1.801876     -2.279375      0.144495      0.096282     -0.004295 
   215.900000      0.850966      1.792509     -2.277132      0.144428      0.096237     -0.004293 
   216.000000      0.858537      1.783110     -2.274887      0.144361      0.096193     -0.004291 
   216.100000      0.866157      1.773680     -2.272639      0.144295      0.096148     -0.004290 
   216.200000      0.873826      1.764221     -2.270389      0.144228      0.096104     -0.004288 
   216.300000      0.881544      1.754733     -2.268138      0.144162      0.096060     -0.004286 
   216.400000      0.889310      1.745218     -2.265885      0.144095      0.096016     -0.004284 
   216.500000      0.897125      1.735675     -2.263631      0.144029      0.095971     -0.004282 
   216.600000      0.904987      1.726107     -2.261376      0.143962      0.095927     -0.004280 
   216.700000      0.912899      1.716513     -2.259121      0.143896      0.095883     -0.004278 
   216.800000      0.920858      1.706896     -2.256866      0.143830      0.095839     -0.004276 
   216.900000      0.928865      1.697255     -2.254611      0.143764      0.095795     -0.004274 
   217.000000      0.936921      1.687592     -2.252357      0.143698      0.095751     -0.004272 
   217.100000      0.945023      1.677908     -2.250104      0.143632      0.095707     -0.004270 
   217.200000      0.953174      1.668204     -2.247852      0.143566      0.095663     -0.004268 
   217.300000      0.961371      1.658481     -2.245603      0.143500      0.095619     -0.004266 
   217.400000      0.969616      1.648740     -2.243355      0.143434      0.095575     -0.004264 
   217.500000      0.977907      1.638982     -2.241110      0.143368      0.095531     -0.004262 
   217.600000      0.986245      1.629209     -2.238868      0.143302      0.095488     -0.004260 
   217.700000      0.994629      1.619420     -2.236629      0.143237      0.095444     -0.004258 
   217.800000      1.003058      1.609618     -2.234394      0.143171      0.095400     -0.004256 
   217.900000      1.011534      1.599803     -2.232164      0.143106      0.095356     -0.004254 
   218.000000      1.020054      1.589976     -2.229937      0.143040      0.095313     -0.004252 
   218.100000      1.028620      1.580140     -2.227715      0.142975      0.095269     -0.004250 
   218.200000      1.037229      1.570294     -2.225499      0.142909      0.095226     -0.004248 
   218.300000      1.045883      1.560439     -2.223288      0.142844      0.095182     -0.004246 
   218.400000      1.054580      1.550578     -2.221083      0.142779      0.095139     -0.004244 
   218.500000      1.063320      1.540711     -2.218884      0.142713      0.095095     -0.004242 
   218.600000      1.072103      1.530840     -2.216692      0.142648      0.095052     -0.004240 
   218.700000      1.080928      1.520965     -2.214507      0.142583      0.095009     -0.004239 
   218.800000      1.089795      1.511087     -2.212330      0.142518      0.094965     -0.004237 
   218.900000      1.098703      1.501209     -2.210160      0.142453      0.094922     -0.004235 
   219.000000      1.107651      1.491330     -2.207998      0.142388      0.094879     -0.004233 
   219.100000      1.116639      1.481453     -2.205845      0.142323      0.094836     -0.004231 
   219.200000      1.125666      1.471578     -2.203700      0.142259      0.094793     -0.004229 
   219.300000      1.134732      1.461706     -2.201565      0.142194      0.094749     -0.004227 
   219.400000      1.143836      1.451839     -2.199439      0.142129      0.094706     -0.004225 
   219.500000      1.152977      1.441978     -2.197322      0.142065      0.094663     -0.004223 
   219.600000      1.162155      1.432124     -2.195216      0.142000      0.094620     -0.004221 
   219.700000      1.171369      1.422278     -2.193121      0.141936      0.094577     -0.004219 
   219.800000      1.180618      1.412442     -2.191036      0.141871      0.094535     -0.004217 
   219.900000      1.189901      1.402616     -2.188962      0.141807      0.094492     -0.004215 
   220.000000      1.199218      1.392802     -2.186900      0.141742      0.094449     -0.004214 
   220.100000      1.208568      1.383001     -2.184850      0.141678      0.094406     -0.004212 
   220.200000      1.217950      1.373213     -2.182811      0.141614      0.094363     -0.004210 
   220.300000      1.227364      1.363441     -2.180785      0.141550      0.094321     -0.004208 
   220.400000      1.236807      1.353685     -2.178771      0.141486      0.094278     -0.004206 
   220.500000      1.246281      1.343947     -2.176770      0.141422      0.094235     -0.004204 
   220.600000      1.255783      1.334226     -2.174783      0.141358      0.094193     -0.004202 
   220.700000      1.265312      1.324526     -2.172809      0.141294      0.094150     -0.004200 
   220.800000      1.274869      1.314846     -2.170848      0.141230      0.094108     -0.004198 
   220.900000      1.284451      1.305188     -2.168901      0.141166      0.094065     -0.004196 
   221.000000      1.294059      1.295553     -2.166969      0.141102      0.094023     -0.004194 
   221.100000      1.303690      1.285942     -2.165051      0.141039      0.093980     -0.004193 
   221.200000      1.313345      1.276355     -2.163147      0.140975      0.093938     -0.004191 
   221.300000      1.323022      1.266795     -2.161258      0.140911      0.093896     -0.004189 
   221.400000      1.332720      1.257261     -2.159384      0.140848      0.093853     -0.004187 
   221.500000      1.342438      1.247756     -2.157526      0.140784      0.093811     -0.004185 
   221.600000      1.352174      1.238279     -2.155682      0.140721      0.093769     -0.004183 
   221.700000      1.361929      1.228833     -2.153855      0.140658      0.093727     -0.004181 
   221.800000      1.371701      1.219417     -2.152043      0.140594      0.093685     -0.004179 
   221.900000      1.381489      1.210033     -2.150247      0.140531      0.093643     -0.004177 
   222.000000      1.391292      1.200681     -2.148467      0.140468      0.093601     -0.004176 
   222.100000      1.401109      1.191363     -2.146703      0.140405      0.093558     -0.004174 
   222.200000      1.410938      1.182080     -2.144955      0.140342      0.093517     -0.004172 
   222.300000      1.420779      1.172831     -2.143224      0.140279      0.093475     -0.004170 
   222.400000      1.430631      1.163619     -2.141510      0.140216      0.093433     -0.004168 
   222.500000      1.440492      1.154444     -2.139812      0.140153      0.093391     -0.004166 
   222.600000      1.450362      1.145306     -2.138130      0.140090      0.093349     -0.004164 
   222.700000      1.460239      1.136206     -2.136466      0.140027      0.093307     -0.004162 
   222.800000      1.470122      1.127146     -2.134819      0.139965      0.093265     -0.004161 
   222.900000      1.480010      1.118126     -2.133188      0.139902      0.093224     -0.004159 
   223.000000      1.489902      1.109146     -2.131575      0.139839      0.093182     -0.004157 
   223.100000      1.499797      1.100208     -2.129978      0.139777      0.093140     -0.004155 
   223.200000      1.509694      1.091311     -2.128399      0.139714      0.093099     -0.004153 
   223.300000      1.519591      1.082457     -2.126837      0.139652      0.093057     -0.004151 
   223.400000      1.529488      1.073645     -2.125292      0.139589      0.093016     -0.004149 
   223.500000      1.539384      1.064878     -2.123764      0.139527      0.092974     -0.004148 
   223.600000      1.549276      1.056155     -2.122253      0.139465      0.092933     -0.004146 
   223.700000      1.559166      1.047476     -2.120759      0.139402      0.092891     -0.004144 
   223.800000      1.569050      1.038843     -2.119283      0.139340      0.092850     -0.004142 
   223.900000      1.578928      1.030255     -2.117823      0.139278      0.092808     -0.004140 
   224.000000      1.588800      1.021713     -2.116381      0.139216      0.092767     -0.004138 
   224.100000      1.598663      1.013219     -2.114956      0.139154      0.092726     -0.004136 
   224.200000      1.608517      1.004771     -2.113547      0.139092      0.092685     -0.004135 
   224.300000      1.618361      0.996370     -2.112156      0.139030      0.092643     -0.004133 
   224.400000      1.628194      0.988017     -2.110781      0.138968      0.092602     -0.004131 
   224.500000      1.638014      0.979713     -2.109424      0.138906      0.092561     -0.004129 
   224.600000      1.647821      0.971457     -2.108083      0.138845      0.092520     -0.004127 
   224.700000      1.657614      0.963249     -2.106758      0.138783      0.092479     -0.004125 
   224.800000      1.667391      0.955090     -2.105450      0.138721      0.092438     -0.004124 
   224.900000      1.677152      0.946981     -2.104159      0.138660      0.092397     -0.004122 
   225.000000      1.686895      0.938921     -2.102883      0.138598      0.092356     -0.004120 
   225.100000      1.696620      0.930911     -2.101624      0.138537      0.092315     -0.004118 
   225.200000      1.706326      0.922951     -2.100381      0.138475      0.092274     -0.004116 
   225.300000      1.716011      0.915040     -2.099154      0.138414      0.092233     -0.004114 
   225.400000      1.725675      0.907180     -2.097943      0.138353      0.092192     -0.004113 
   225.500000      1.735317      0.899370     -2.096747      0.138291      0.092152     -0.004111 
   225.600000      1.744935      0.891610     -2.095567      0.138230      0.092111     -0.004109 
   225.700000      1.754530      0.883901     -2.094402      0.138169      0.092070     -0.004107 
   225.800000      1.764099      0.876242     -2.093252      0.138108      0.092030     -0.004105 
   225.900000      1.773643      0.868634     -2.092118      0.138047      0.091989     -0.004103 
   226.000000      1.783160      0.861077     -2.090998      0.137986      0.091948     -0.004102 
   226.100000      1.792649      0.853570     -2.089893      0.137925      0.091908     -0.004100 
   226.200000      1.802110      0.846113     -2.088803      0.137864      0.091867     -0.004098 
   226.300000      1.811542      0.838707     -2.087727      0.137803      0.091827     -0.004096 
   226.400000      1.820943      0.831352     -2.086665      0.137742      0.091786     -0.004094 
   226.500000      1.830314      0.824047     -2.085617      0.137681      0.091746     -0.004093 
   226.600000      1.839653      0.816793     -2.084583      0.137621      0.091705     -0.004091 
   226.700000      1.848959      0.809589     -2.083563      0.137560      0.091665     -0.004089 
   226.800000      1.858233      0.802435     -2.082556      0.137500      0.091625     -0.004087 
   226.900000      1.867472      0.795331     -2.081563      0.137439      0.091584     -0.004085 
   227.000000      1.876677      0.788277     -2.080582      0.137379      0.091544     -0.004084 
   227.100000      1.885846      0.781273     -2.079614      0.137318      0.091504     -0.004082 
   227.200000      1.894979      0.774319     -2.078659      0.137258      0.091464     -0.004080 
   227.300000      1.904076      0.767414     -2.077716      0.137197      0.091424     -0.004078 
   227.400000      1.913135      0.760558     -2.076786      0.137137      0.091384     -0.004076 
   227.500000      1.922156      0.753751     -2.075868      0.137077      0.091343     -0.004075 
   227.600000      1.931139      0.746994     -2.074961      0.137017      0.091303     -0.004073 
   227.700000      1.940082      0.740285     -2.074066      0.136957      0.091263     -0.004071 
   227.800000      1.948986      0.733625     -2.073183      0.136897      0.091223     -0.004069 
   227.900000      1.957849      0.727012     -2.072310      0.136837      0.091183     -0.004068 
   228.000000      1.966671      0.720448     -2.071449      0.136777      0.091144     -0.004066 
   228.100000      1.975451      0.713932     -2.070599      0.136717      0.091104     -0.004064 
   228.200000      1.984189      0.707463     -2.069759      0.136657      0.091064     -0.004062 
   228.300000      1.992885      0.701041     -2.068929      0.136597      0.091024     -0.004060 
   228.400000      2.001538      0.694667     -2.068110      0.136537      0.090984     -0.004059 
   228.500000      2.010147      0.688339     -2.067301      0.136478      0.090945     -0.004057 
   228.600000      2.018712      0.682057     -2.066501      0.136418      0.090905     -0.004055 
   228.700000      2.027232      0.675821     -2.065711      0.136358      0.090865     -0.004053 
   228.800000      2.035707      0.669632     -2.064930      0.136299      0.090826     -0.004052 
   228.900000      2.044137      0.663488     -2.064158      0.136239      0.090786     -0.004050 
   229.000000      2.052522      0.657389     -2.063395      0.136180      0.090746     -0.004048 
   229.100000      2.060860      0.651334     -2.062641      0.136121      0.090707     -0.004046 
   229.200000      2.069151      0.645325     -2.061896      0.136061      0.090667     -0.004044 
   229.300000      2.077395      0.639359     -2.061159      0.136002      0.090628     -0.004043 
   229.400000      2.085592      0.633438     -2.060429      0.135943      0.090588     -0.004041 
   229.500000      2.093742      0.627560     -2.059708      0.135884      0.090549     -0.004039 
   229.600000      2.101843      0.621725     -2.058995      0.135824      0.090510     -0.004037 
   229.700000      2.109896      0.615934     -2.058288      0.135765      0.090470     -0.004036 
   229.800000      2.117900      0.610185     -2.057590      0.135706      0.090431     -0.004034 
   229.900000      2.125856      0.604478     -2.056898      0.135647      0.090392     -0.004032 
   230.000000      2.133762      0.598812     -2.056213      0.135588      0.090353     -0.004030 
   230.100000      2.141619      0.593189     -2.055535      0.135530      0.090313     -0.004029 
   230.200000      2.149426      0.587607     -2.054864      0.135471      0.090274     -0.004027 
   230.300000      2.157183      0.582065     -2.054198      0.135412      0.090235     -0.004025 
   230.400000      2.164890      0.576564     -2.053539      0.135353      0.090196     -0.004023 
   230.500000      2.172546      0.571103     -2.052886      0.135295      0.090157     -0.004022 
   230.600000      2.180152      0.565682     -2.052239      0.135236      0.090118     -0.004020 
   230.700000      2.187707      0.560300     -2.051597      0.135177      0.090079     -0.004018 
   230.800000      2.195211      0.554958     -2.050961      0.135119      0.090040     -0.004016 
   230.900000      2.202663      0.549654     -2.050330      0.135060      0.090001     -0.004015 
   231.000000      2.210065      0.544388     -2.049704      0.135002      0.089962     -0.004013 
   231.100000      2.217415      0.539161     -2.049083      0.134944      0.089923     -0.004011 
   231.200000      2.224713      0.533971     -2.048467      0.134885      0.089884     -0.004010 
   231.300000      2.231959      0.528818     -2.047855      0.134827      0.089846     -0.004008 
