            t            kx            ky            kz         vbarx         vbary         vbarz
     0.100000      0.360745      2.432565     -2.435111      1.013113      0.797043     -0.064154 
     0.200000      0.364888      2.427389     -2.433869      1.016277      0.798137     -0.064046 
     0.300000      0.369059      2.422160     -2.432612      1.019427      0.799241     -0.063936 
     0.400000      0.373257      2.416879     -2.431339      1.022563      0.800355     -0.063824 
     0.500000      0.377484      2.411545     -2.430050      1.025686      0.801478     -0.063709 
     0.600000      0.381738      2.406158     -2.428747      1.028794      0.802611     -0.063593 
     0.700000      0.386021      2.400719     -2.427427      1.031888      0.803754     -0.063474 
     0.800000      0.390333      2.395226     -2.426093      1.034968      0.804907     -0.063353 
     0.900000      0.394673      2.389681     -2.424743      1.038034      0.806069     -0.063230 
     1.000000      0.399044      2.384082     -2.423377      1.041085      0.807241     -0.063105 
     1.100000      0.403443      2.378430     -2.421996      1.044121      0.808422     -0.062977 
     1.200000      0.407873      2.372725     -2.420600      1.047143      0.809613     -0.062847 
     1.300000      0.412333      2.366966     -2.419189      1.050149      0.810813     -0.062715 
     1.400000      0.416823      2.361154     -2.417762      1.053140      0.812022     -0.062580 
     1.500000      0.421344      2.355288     -2.416320      1.056116      0.813241     -0.062443 
     1.600000      0.425897      2.349369     -2.414863      1.059077      0.814468     -0.062304 
     1.700000      0.430481      2.343396     -2.413390      1.062022      0.815705     -0.062162 
     1.800000      0.435096      2.337369     -2.411903      1.064951      0.816951     -0.062018 
     1.900000      0.439744      2.331288     -2.410400      1.067864      0.818206     -0.061871 
     2.000000      0.444424      2.325153     -2.408882      1.070760      0.819470     -0.061722 
     2.100000      0.449136      2.318965     -2.407349      1.073641      0.820743     -0.061570 
     2.200000      0.453882      2.312722     -2.405801      1.076505      0.822025     -0.061416 
     2.300000      0.458661      2.306426     -2.404238      1.079352      0.823315     -0.061259 
     2.400000      0.463473      2.300075     -2.402660      1.082182      0.824614     -0.061099 
     2.500000      0.468320      2.293670     -2.401068      1.084995      0.825922     -0.060937 
     2.600000      0.473200      2.287212     -2.399461      1.087791      0.827238     -0.060773 
     2.700000      0.478115      2.280699     -2.397838      1.090569      0.828563     -0.060605 
     2.800000      0.483065      2.274132     -2.396202      1.093330      0.829896     -0.060435 
     2.900000      0.488051      2.267511     -2.394550      1.096072      0.831238     -0.060263 
     3.000000      0.493071      2.260837     -2.392885      1.098797      0.832587     -0.060088 
     3.100000      0.498127      2.254108     -2.391204      1.101502      0.833945     -0.059910 
     3.200000      0.503220      2.247325     -2.389510      1.104190      0.835311     -0.059729 
     3.300000      0.508349      2.240488     -2.387801      1.106858      0.836685     -0.059546 
     3.400000      0.513514      2.233598     -2.386078      1.109507      0.838067     -0.059360 
     3.500000      0.518717      2.226653     -2.384340      1.112136      0.839457     -0.059171 
     3.600000      0.523957      2.219655     -2.382589      1.114747      0.840855     -0.058979 
     3.700000      0.529234      2.212604     -2.380824      1.117337      0.842260     -0.058785 
     3.800000      0.534550      2.205498     -2.379045      1.119907      0.843672     -0.058588 
     3.900000      0.539903      2.198340     -2.377252      1.122456      0.845092     -0.058389 
     4.000000      0.545296      2.191128     -2.375446      1.124985      0.846520     -0.058186 
     4.100000      0.550727      2.183862     -2.373626      1.127493      0.847955     -0.057981 
     4.200000      0.556197      2.176544     -2.371793      1.129980      0.849396     -0.057773 
     4.300000      0.561707      2.169173     -2.369946      1.132446      0.850845     -0.057563 
     4.400000      0.567257      2.161749     -2.368087      1.134889      0.852301     -0.057349 
     4.500000      0.572847      2.154272     -2.366214      1.137311      0.853763     -0.057133 
     4.600000      0.578477      2.146743     -2.364328      1.139710      0.855232     -0.056914 
     4.700000      0.584148      2.139162     -2.362430      1.142087      0.856708     -0.056693 
     4.800000      0.589860      2.131529     -2.360519      1.144440      0.858190     -0.056469 
     4.900000      0.595613      2.123843     -2.358596      1.146771      0.859678     -0.056242 
     5.000000      0.601408      2.116107     -2.356660      1.149078      0.861173     -0.056012 
     5.100000      0.607244      2.108319     -2.354712      1.151361      0.862673     -0.055780 
     5.200000      0.613123      2.100479     -2.352752      1.153620      0.864179     -0.055545 
     5.300000      0.619045      2.092589     -2.350780      1.155855      0.865691     -0.055308 
     5.400000      0.625009      2.084649     -2.348797      1.158065      0.867208     -0.055068 
     5.500000      0.631016      2.076658     -2.346802      1.160250      0.868731     -0.054826 
     5.600000      0.637066      2.068617     -2.344796      1.162410      0.870259     -0.054580 
     5.700000      0.643161      2.060526     -2.342778      1.164544      0.871792     -0.054333 
     5.800000      0.649299      2.052387     -2.340750      1.166652      0.873329     -0.054083 
     5.900000      0.655481      2.044198     -2.338711      1.168734      0.874872     -0.053830 
     6.000000      0.661707      2.035960     -2.336661      1.170789      0.876418     -0.053575 
     6.100000      0.667978      2.027675     -2.334601      1.172817      0.877969     -0.053318 
     6.200000      0.674294      2.019342     -2.332531      1.174818      0.879525     -0.053058 
     6.300000      0.680655      2.010961     -2.330451      1.176791      0.881084     -0.052796 
     6.400000      0.687062      2.002533     -2.328361      1.178736      0.882646     -0.052532 
     6.500000      0.693514      1.994059     -2.326262      1.180653      0.884212     -0.052265 
     6.600000      0.700012      1.985539     -2.324154      1.182541      0.885782     -0.051996 
     6.700000      0.706557      1.976973     -2.322036      1.184401      0.887354     -0.051726 
     6.800000      0.713147      1.968362     -2.319910      1.186231      0.888929     -0.051453 
     6.900000      0.719784      1.959706     -2.317775      1.188031      0.890507     -0.051178 
     7.000000      0.726468      1.951006     -2.315632      1.189802      0.892087     -0.050900 
     7.100000      0.733198      1.942263     -2.313481      1.191542      0.893669     -0.050621 
     7.200000      0.739976      1.933477     -2.311322      1.193251      0.895253     -0.050341 
     7.300000      0.746801      1.924648     -2.309155      1.194930      0.896838     -0.050058 
     7.400000      0.753673      1.915778     -2.306982      1.196577      0.898425     -0.049773 
     7.500000      0.760593      1.906866     -2.304801      1.198192      0.900013     -0.049487 
     7.600000      0.767561      1.897914     -2.302614      1.199776      0.901601     -0.049199 
     7.700000      0.774576      1.888922     -2.300420      1.201327      0.903190     -0.048910 
     7.800000      0.781640      1.879891     -2.298220      1.202845      0.904779     -0.048619 
     7.900000      0.788752      1.870821     -2.296014      1.204331      0.906367     -0.048326 
     8.000000      0.795912      1.861713     -2.293803      1.205783      0.907956     -0.048032 
     8.100000      0.803120      1.852568     -2.291587      1.207201      0.909543     -0.047737 
     8.200000      0.810377      1.843386     -2.289366      1.208586      0.911129     -0.047441 
     8.300000      0.817682      1.834169     -2.287140      1.209936      0.912714     -0.047143 
     8.400000      0.825036      1.824917     -2.284910      1.211251      0.914297     -0.046845 
     8.500000      0.832438      1.815630     -2.282675      1.212531      0.915879     -0.046545 
     8.600000      0.839890      1.806310     -2.280438      1.213776      0.917457     -0.046244 
     8.700000      0.847389      1.796958     -2.278197      1.214986      0.919033     -0.045943 
     8.800000      0.854938      1.787574     -2.275953      1.216160      0.920606     -0.045641 
     8.900000      0.862535      1.778159     -2.273706      1.217297      0.922175     -0.045338 
     9.000000      0.870181      1.768714     -2.271457      1.218398      0.923740     -0.045034 
     9.100000      0.877876      1.759239     -2.269207      1.219462      0.925301     -0.044730 
     9.200000      0.885619      1.749737     -2.266954      1.220489      0.926858     -0.044425 
     9.300000      0.893410      1.740207     -2.264701      1.221478      0.928409     -0.044121 
     9.400000      0.901250      1.730651     -2.262446      1.222430      0.929955     -0.043815 
     9.500000      0.909138      1.721069     -2.260191      1.223344      0.931496     -0.043510 
     9.600000      0.917075      1.711463     -2.257936      1.224220      0.933030     -0.043205 
     9.700000      0.925060      1.701833     -2.255681      1.225057      0.934557     -0.042899 
     9.800000      0.933092      1.692180     -2.253426      1.225856      0.936077     -0.042594 
     9.900000      0.941172      1.682506     -2.251173      1.226616      0.937590     -0.042289 
    10.000000      0.949300      1.672812     -2.248920      1.227336      0.939095     -0.041984 
    10.100000      0.957475      1.663098     -2.246670      1.228017      0.940592     -0.041680 
    10.200000      0.965697      1.653365     -2.244421      1.228659      0.942080     -0.041376 
    10.300000      0.973967      1.643615     -2.242175      1.229260      0.943559     -0.041072 
    10.400000      0.982282      1.633849     -2.239932      1.229822      0.945029     -0.040769 
    10.500000      0.990644      1.624067     -2.237691      1.230343      0.946488     -0.040467 
    10.600000      0.999052      1.614271     -2.235455      1.230824      0.947937     -0.040166 
    10.700000      1.007506      1.604462     -2.233222      1.231264      0.949375     -0.039866 
    10.800000      1.016005      1.594641     -2.230993      1.231664      0.950801     -0.039567 
    10.900000      1.024549      1.584809     -2.228769      1.232022      0.952216     -0.039269 
    11.000000      1.033138      1.574967     -2.226550      1.232340      0.953619     -0.038972 
    11.100000      1.041771      1.565117     -2.224337      1.232616      0.955008     -0.038676 
    11.200000      1.050448      1.555259     -2.222129      1.232851      0.956385     -0.038382 
    11.300000      1.059168      1.545394     -2.219927      1.233045      0.957748     -0.038090 
    11.400000      1.067930      1.535525     -2.217732      1.233197      0.959097     -0.037799 
    11.500000      1.076735      1.525651     -2.215543      1.233307      0.960431     -0.037509 
    11.600000      1.085582      1.515775     -2.213362      1.233376      0.961751     -0.037221 
    11.700000      1.094471      1.505897     -2.211189      1.233403      0.963055     -0.036936 
    11.800000      1.103400      1.496018     -2.209023      1.233389      0.964343     -0.036652 
    11.900000      1.112369      1.486140     -2.206865      1.233332      0.965614     -0.036370 
    12.000000      1.121377      1.476263     -2.204717      1.233234      0.966869     -0.036090 
    12.100000      1.130425      1.466390     -2.202577      1.233094      0.968107     -0.035813 
    12.200000      1.139511      1.456521     -2.200446      1.232912      0.969326     -0.035537 
    12.300000      1.148635      1.446657     -2.198325      1.232689      0.970528     -0.035264 
    12.400000      1.157795      1.436799     -2.196214      1.232423      0.971711     -0.034994 
    12.500000      1.166992      1.426949     -2.194114      1.232116      0.972875     -0.034726 
    12.600000      1.176224      1.417108     -2.192024      1.231767      0.974020     -0.034460 
    12.700000      1.185492      1.407277     -2.189945      1.231377      0.975144     -0.034197 
    12.800000      1.194793      1.397458     -2.187877      1.230945      0.976248     -0.033937 
    12.900000      1.204127      1.387650     -2.185821      1.230472      0.977332     -0.033680 
    13.000000      1.213494      1.377856     -2.183777      1.229958      0.978394     -0.033425 
    13.100000      1.222893      1.368076     -2.181745      1.229402      0.979435     -0.033173 
    13.200000      1.232322      1.358313     -2.179725      1.228806      0.980454     -0.032925 
    13.300000      1.241782      1.348566     -2.177718      1.228168      0.981450     -0.032679 
    13.400000      1.251270      1.338837     -2.175724      1.227490      0.982424     -0.032436 
    13.500000      1.260787      1.329127     -2.173744      1.226772      0.983374     -0.032197 
    13.600000      1.270331      1.319437     -2.171777      1.226013      0.984301     -0.031960 
    13.700000      1.279901      1.309769     -2.169823      1.225215      0.985204     -0.031727 
    13.800000      1.289497      1.300122     -2.167884      1.224377      0.986083     -0.031497 
    13.900000      1.299117      1.290500     -2.165959      1.223499      0.986937     -0.031271 
    14.000000      1.308761      1.280901     -2.164048      1.222581      0.987766     -0.031048 
    14.100000      1.318427      1.271328     -2.162153      1.221625      0.988570     -0.030828 
    14.200000      1.328115      1.261782     -2.160272      1.220630      0.989348     -0.030611 
    14.300000      1.337824      1.252263     -2.158406      1.219597      0.990101     -0.030398 
    14.400000      1.347552      1.242773     -2.156555      1.218526      0.990827     -0.030189 
    14.500000      1.357298      1.233312     -2.154720      1.217416      0.991527     -0.029983 
    14.600000      1.367062      1.223881     -2.152901      1.216270      0.992200     -0.029780 
    14.700000      1.376843      1.214482     -2.151097      1.215086      0.992846     -0.029581 
    14.800000      1.386639      1.205115     -2.149309      1.213866      0.993464     -0.029386 
    14.900000      1.396449      1.195781     -2.147538      1.212609      0.994055     -0.029194 
    15.000000      1.406272      1.186481     -2.145782      1.211316      0.994619     -0.029006 
    15.100000      1.416108      1.177215     -2.144044      1.209988      0.995154     -0.028821 
    15.200000      1.425955      1.167986     -2.142321      1.208625      0.995661     -0.028640 
    15.300000      1.435811      1.158793     -2.140615      1.207226      0.996140     -0.028462 
    15.400000      1.445677      1.149637     -2.138926      1.205794      0.996590     -0.028288 
    15.500000      1.455551      1.140520     -2.137254      1.204328      0.997011     -0.028118 
    15.600000      1.465431      1.131441     -2.135598      1.202828      0.997404     -0.027951 
    15.700000      1.475317      1.122401     -2.133960      1.201295      0.997767     -0.027788 
    15.800000      1.485207      1.113402     -2.132338      1.199730      0.998102     -0.027629 
    15.900000      1.495101      1.104444     -2.130734      1.198132      0.998406     -0.027473 
    16.000000      1.504997      1.095527     -2.129146      1.196503      0.998682     -0.027320 
    16.100000      1.514894      1.086653     -2.127576      1.194843      0.998928     -0.027172 
    16.200000      1.524792      1.077821     -2.126023      1.193153      0.999144     -0.027026 
    16.300000      1.534688      1.069033     -2.124487      1.191432      0.999330     -0.026884 
    16.400000      1.544582      1.060289     -2.122968      1.189682      0.999487     -0.026746 
    16.500000      1.554473      1.051589     -2.121466      1.187903      0.999614     -0.026611 
    16.600000      1.564360      1.042934     -2.119981      1.186095      0.999711     -0.026480 
    16.700000      1.574241      1.034324     -2.118514      1.184259      0.999779     -0.026351 
    16.800000      1.584116      1.025761     -2.117063      1.182395      0.999816     -0.026227 
    16.900000      1.593983      1.017244     -2.115630      1.180505      0.999824     -0.026105 
    17.000000      1.603842      1.008774     -2.114214      1.178588      0.999801     -0.025987 
    17.100000      1.613691      1.000351     -2.112814      1.176645      0.999749     -0.025872 
    17.200000      1.623529      0.991975     -2.111432      1.174677      0.999667     -0.025761 
    17.300000      1.633355      0.983648     -2.110066      1.172684      0.999555     -0.025652 
    17.400000      1.643169      0.975368     -2.108717      1.170667      0.999414     -0.025547 
    17.500000      1.652968      0.967138     -2.107385      1.168626      0.999243     -0.025444 
    17.600000      1.662753      0.958956     -2.106069      1.166562      0.999042     -0.025345 
    17.700000      1.672522      0.950823     -2.104769      1.164475      0.998812     -0.025249 
    17.800000      1.682274      0.942740     -2.103486      1.162366      0.998553     -0.025156 
    17.900000      1.692007      0.934706     -2.102220      1.160236      0.998264     -0.025065 
    18.000000      1.701722      0.926722     -2.100969      1.158084      0.997947     -0.024978 
    18.100000      1.711417      0.918788     -2.099734      1.155912      0.997600     -0.024893 
    18.200000      1.721092      0.910904     -2.098516      1.153720      0.997224     -0.024811 
    18.300000      1.730744      0.903070     -2.097312      1.151509      0.996820     -0.024732 
    18.400000      1.740374      0.895286     -2.096125      1.149279      0.996387     -0.024656 
    18.500000      1.749980      0.887553     -2.094953      1.147031      0.995926     -0.024582 
    18.600000      1.759561      0.879870     -2.093796      1.144764      0.995437     -0.024510 
    18.700000      1.769117      0.872238     -2.092654      1.142481      0.994920     -0.024441 
    18.800000      1.778647      0.864657     -2.091528      1.140181      0.994375     -0.024375 
    18.900000      1.788150      0.857126     -2.090416      1.137864      0.993802     -0.024311 
    19.000000      1.797624      0.849645     -2.089319      1.135532      0.993202     -0.024249 
    19.100000      1.807070      0.842215     -2.088236      1.133185      0.992575     -0.024190 
    19.200000      1.816485      0.834836     -2.087167      1.130823      0.991921     -0.024132 
    19.300000      1.825871      0.827507     -2.086113      1.128447      0.991240     -0.024077 
    19.400000      1.835225      0.820229     -2.085072      1.126058      0.990533     -0.024024 
    19.500000      1.844547      0.813001     -2.084046      1.123655      0.989800     -0.023973 
    19.600000      1.853836      0.805823     -2.083032      1.121240      0.989040     -0.023925 
    19.700000      1.863092      0.798696     -2.082032      1.118813      0.988255     -0.023878 
    19.800000      1.872313      0.791618     -2.081046      1.116374      0.987445     -0.023832 
    19.900000      1.881499      0.784590     -2.080072      1.113924      0.986609     -0.023789 
    20.000000      1.890650      0.777613     -2.079111      1.111463      0.985749     -0.023748 
    20.100000      1.899764      0.770684     -2.078162      1.108992      0.984863     -0.023708 
    20.200000      1.908841      0.763805     -2.077226      1.106511      0.983954     -0.023670 
    20.300000      1.917880      0.756975     -2.076302      1.104021      0.983020     -0.023634 
    20.400000      1.926881      0.750195     -2.075390      1.101522      0.982063     -0.023599 
    20.500000      1.935843      0.743463     -2.074489      1.099014      0.981082     -0.023565 
    20.600000      1.944766      0.736779     -2.073601      1.096499      0.980078     -0.023533 
    20.700000      1.953648      0.730144     -2.072723      1.093976      0.979051     -0.023503 
    20.800000      1.962489      0.723557     -2.071857      1.091446      0.978002     -0.023474 
    20.900000      1.971290      0.717018     -2.071001      1.088909      0.976930     -0.023446 
    21.000000      1.980048      0.710527     -2.070156      1.086366      0.975836     -0.023419 
    21.100000      1.988764      0.704083     -2.069322      1.083817      0.974721     -0.023394 
    21.200000      1.997437      0.697686     -2.068498      1.081262      0.973584     -0.023370 
    21.300000      2.006067      0.691336     -2.067683      1.078703      0.972426     -0.023347 
    21.400000      2.014653      0.685032     -2.066879      1.076138      0.971248     -0.023324 
    21.500000      2.023194      0.678775     -2.066085      1.073570      0.970049     -0.023303 
    21.600000      2.031691      0.672563     -2.065299      1.070997      0.968830     -0.023283 
    21.700000      2.040143      0.666398     -2.064523      1.068421      0.967591     -0.023264 
    21.800000      2.048549      0.660277     -2.063756      1.065841      0.966333     -0.023246 
    21.900000      2.056909      0.654202     -2.062998      1.063259      0.965056     -0.023229 
    22.000000      2.065222      0.648171     -2.062249      1.060673      0.963760     -0.023212 
    22.100000      2.073489      0.642185     -2.061507      1.058086      0.962445     -0.023196 
    22.200000      2.081708      0.636242     -2.060774      1.055497      0.961112     -0.023181 
    22.300000      2.089880      0.630344     -2.060049      1.052906      0.959761     -0.023166 
    22.400000      2.098005      0.624489     -2.059332      1.050313      0.958393     -0.023153 
    22.500000      2.106081      0.618677     -2.058623      1.047720      0.957007     -0.023139 
    22.600000      2.114108      0.612907     -2.057920      1.045126      0.955605     -0.023127 
    22.700000      2.122087      0.607180     -2.057225      1.042532      0.954186     -0.023115 
    22.800000      2.130016      0.601496     -2.056537      1.039937      0.952751     -0.023103 
    22.900000      2.137897      0.595852     -2.055856      1.037343      0.951299     -0.023092 
    23.000000      2.145727      0.590251     -2.055181      1.034749      0.949832     -0.023081 
    23.100000      2.153508      0.584690     -2.054513      1.032155      0.948350     -0.023071 
    23.200000      2.161239      0.579169     -2.053851      1.029563      0.946853     -0.023061 
    23.300000      2.168919      0.573690     -2.053195      1.026972      0.945341     -0.023051 
    23.400000      2.176549      0.568250     -2.052545      1.024382      0.943814     -0.023042 
    23.500000      2.184128      0.562849     -2.051901      1.021794      0.942274     -0.023033 
    23.600000      2.191656      0.557488     -2.051262      1.019208      0.940719     -0.023024 
    23.700000      2.199133      0.552166     -2.050629      1.016624      0.939151     -0.023015 
    23.800000      2.206559      0.546882     -2.050000      1.014042      0.937570     -0.023007 
    23.900000      2.213933      0.541637     -2.049377      1.011463      0.935976     -0.022998 
    24.000000      2.221256      0.536429     -2.048759      1.008887      0.934369     -0.022990 
    24.100000      2.228527      0.531259     -2.048145      1.006314      0.932750     -0.022982 
    24.200000      2.235746      0.526126     -2.047535      1.003743      0.931119     -0.022974 
    24.300000      2.242913      0.521030     -2.046930      1.001177      0.929476     -0.022967 
    24.400000      2.250028      0.515970     -2.046329      0.998613      0.927822     -0.022959 
    24.500000      2.257091      0.510946     -2.045732      0.996054      0.926156     -0.022951 
    24.600000      2.264102      0.505958     -2.045139      0.993498      0.924480     -0.022943 
    24.700000      2.271060      0.501005     -2.044550      0.990947      0.922793     -0.022936 
    24.800000      2.277966      0.496088     -2.043964      0.988400      0.921096     -0.022928 
    24.900000      2.284819      0.491205     -2.043381      0.985857      0.919388     -0.022920 
    25.000000      2.291620      0.486356     -2.042802      0.983318      0.917671     -0.022912 
    25.100000      2.298368      0.481542     -2.042226      0.980785      0.915944     -0.022904 
    25.200000      2.305064      0.476761     -2.041653      0.978256      0.914208     -0.022896 
    25.300000      2.311706      0.472013     -2.041082      0.975733      0.912462     -0.022888 
    25.400000      2.318296      0.467298     -2.040514      0.973214      0.910708     -0.022880 
    25.500000      2.324834      0.462616     -2.039949      0.970701      0.908946     -0.022871 
    25.600000      2.331318      0.457967     -2.039386      0.968193      0.907175     -0.022863 
    25.700000      2.337750      0.453349     -2.038825      0.965691      0.905396     -0.022854 
    25.800000      2.344129      0.448763     -2.038267      0.963194      0.903610     -0.022845 
    25.900000      2.350456      0.444208     -2.037710      0.960703      0.901816     -0.022836 
    26.000000      2.356729      0.439684     -2.037155      0.958218      0.900014     -0.022827 
    26.100000      2.362950      0.435191     -2.036602      0.955739      0.898206     -0.022818 
    26.200000      2.369119      0.430729     -2.036051      0.953267      0.896390     -0.022808 
    26.300000      2.375234      0.426296     -2.035501      0.950800      0.894569     -0.022798 
    26.400000      2.381297      0.421893     -2.034952      0.948340      0.892740     -0.022788 
    26.500000      2.387307      0.417519     -2.034405      0.945886      0.890906     -0.022778 
    26.600000      2.393265      0.413175     -2.033859      0.943438      0.889066     -0.022767 
    26.700000      2.399171      0.408859     -2.033313      0.940997      0.887220     -0.022756 
    26.800000      2.405024      0.404571     -2.032769      0.938563      0.885368     -0.022745 
    26.900000      2.410824      0.400312     -2.032226      0.936135      0.883511     -0.022734 
    27.000000      2.416572      0.396081     -2.031683      0.933714      0.881649     -0.022723 
    27.100000      2.422268      0.391877     -2.031140      0.931301      0.879782     -0.022711 
    27.200000      2.427912      0.387701     -2.030598      0.928894      0.877911     -0.022699 
    27.300000      2.433504      0.383551     -2.030057      0.926494      0.876035     -0.022686 
    27.400000      2.439044      0.379428     -2.029516      0.924101      0.874155     -0.022674 
    27.500000      2.444532      0.375331     -2.028975      0.921715      0.872271     -0.022661 
    27.600000      2.449968      0.371261     -2.028434      0.919337      0.870383     -0.022648 
    27.700000      2.455353      0.367216     -2.027893      0.916965      0.868491     -0.022634 
    27.800000      2.460686      0.363196     -2.027351      0.914602      0.866595     -0.022620 
    27.900000      2.465967      0.359202     -2.026810      0.912245      0.864697     -0.022606 
    28.000000      2.471197      0.355233     -2.026268      0.909896      0.862795     -0.022592 
    28.100000      2.476375      0.351288     -2.025726      0.907554      0.860890     -0.022577 
    28.200000      2.481503      0.347367     -2.025183      0.905220      0.858982     -0.022562 
    28.300000      2.486579      0.343471     -2.024640      0.902894      0.857072     -0.022547 
    28.400000      2.491604      0.339599     -2.024096      0.900575      0.855159     -0.022532 
    28.500000      2.496579      0.335749     -2.023551      0.898263      0.853244     -0.022516 
    28.600000      2.501503      0.331924     -2.023006      0.895960      0.851327     -0.022500 
    28.700000      2.506376      0.328121     -2.022459      0.893664      0.849407     -0.022483 
    28.800000      2.511198      0.324340     -2.021912      0.891376      0.847486     -0.022467 
    28.900000      2.515971      0.320583     -2.021363      0.889095      0.845564     -0.022450 
    29.000000      2.520693      0.316847     -2.020813      0.886823      0.843639     -0.022432 
    29.100000      2.525365      0.313133     -2.020262      0.884558      0.841714     -0.022415 
    29.200000      2.529986      0.309441     -2.019710      0.882301      0.839787     -0.022397 
    29.300000      2.534559      0.305770     -2.019156      0.880052      0.837859     -0.022379 
    29.400000      2.539081      0.302121     -2.018600      0.877811      0.835929     -0.022360 
    29.500000      2.543554      0.298492     -2.018043      0.875578      0.834000     -0.022342 
    29.600000      2.547977      0.294884     -2.017485      0.873352      0.832069     -0.022323 
    29.700000      2.552351      0.291296     -2.016924      0.871135      0.830138     -0.022303 
    29.800000      2.556676      0.287728     -2.016362      0.868926      0.828206     -0.022284 
    29.900000      2.560952      0.284180     -2.015798      0.866724      0.826275     -0.022264 
    30.000000      2.565179      0.280652     -2.015232      0.864531      0.824343     -0.022244 
    30.100000      2.569358      0.277143     -2.014665      0.862345      0.822410     -0.022224 
    30.200000      2.573487      0.273653     -2.014095      0.860168      0.820478     -0.022203 
    30.300000      2.577569      0.270182     -2.013522      0.857999      0.818547     -0.022182 
    30.400000      2.581602      0.266730     -2.012948      0.855837      0.816615     -0.022161 
    30.500000      2.585586      0.263296     -2.012371      0.853684      0.814684     -0.022140 
    30.600000      2.589523      0.259880     -2.011792      0.851539      0.812753     -0.022118 
    30.700000      2.593412      0.256482     -2.011211      0.849402      0.810823     -0.022096 
    30.800000      2.597253      0.253102     -2.010627      0.847273      0.808894     -0.022074 
    30.900000      2.601047      0.249739     -2.010041      0.845152      0.806965     -0.022052 
    31.000000      2.604793      0.246394     -2.009452      0.843039      0.805038     -0.022029 
    31.100000      2.608492      0.243065     -2.008860      0.840934      0.803111     -0.022006 
    31.200000      2.612144      0.239753     -2.008266      0.838837      0.801186     -0.021983 
    31.300000      2.615748      0.236458     -2.007669      0.836748      0.799262     -0.021960 
    31.400000      2.619306      0.233179     -2.007069      0.834667      0.797339     -0.021937 
    31.500000      2.622818      0.229916     -2.006466      0.832595      0.795417     -0.021913 
    31.600000      2.626282      0.226669     -2.005860      0.830530      0.793497     -0.021889 
    31.700000      2.629700      0.223437     -2.005251      0.828473      0.791579     -0.021865 
    31.800000      2.633072      0.220221     -2.004639      0.826425      0.789662     -0.021841 
    31.900000      2.636398      0.217020     -2.004023      0.824384      0.787747     -0.021816 
    32.000000      2.639678      0.213834     -2.003405      0.822352      0.785834     -0.021792 
    32.100000      2.642912      0.210662     -2.002783      0.820327      0.783923     -0.021767 
    32.200000      2.646100      0.207506     -2.002158      0.818311      0.782014     -0.021742 
    32.300000      2.649242      0.204363     -2.001529      0.816302      0.780106     -0.021716 
    32.400000      2.652340      0.201235     -2.000897      0.814302      0.778201     -0.021691 
    32.500000      2.655391      0.198120     -2.000262      0.812309      0.776299     -0.021665 
    32.600000      2.658398      0.195019     -1.999623      0.810324      0.774398     -0.021640 
    32.700000      2.661360      0.191931     -1.998980      0.808348      0.772500     -0.021614 
    32.800000      2.664277      0.188857     -1.998334      0.806379      0.770604     -0.021587 
    32.900000      2.667149      0.185796     -1.997684      0.804418      0.768710     -0.021561 
    33.000000      2.669976      0.182747     -1.997030      0.802465      0.766820     -0.021535 
    33.100000      2.672759      0.179711     -1.996372      0.800520      0.764931     -0.021508 
    33.200000      2.675498      0.176687     -1.995710      0.798583      0.763046     -0.021482 
    33.300000      2.678192      0.173676     -1.995045      0.796654      0.761163     -0.021455 
    33.400000      2.680843      0.170677     -1.994375      0.794733      0.759283     -0.021428 
    33.500000      2.683449      0.167689     -1.993701      0.792819      0.757406     -0.021401 
    33.600000      2.686012      0.164713     -1.993023      0.790913      0.755531     -0.021373 
    33.700000      2.688530      0.161748     -1.992341      0.789015      0.753660     -0.021346 
    33.800000      2.691006      0.158794     -1.991654      0.787125      0.751791     -0.021319 
    33.900000      2.693437      0.155851     -1.990964      0.785243      0.749926     -0.021291 
    34.000000      2.695826      0.152919     -1.990269      0.783368      0.748064     -0.021263 
    34.100000      2.698171      0.149998     -1.989569      0.781501      0.746205     -0.021235 
    34.200000      2.700473      0.147086     -1.988865      0.779642      0.744349     -0.021208 
    34.300000      2.702732      0.144185     -1.988156      0.777791      0.742496     -0.021180 
    34.400000      2.704948      0.141294     -1.987443      0.775947      0.740646     -0.021151 
    34.500000      2.707122      0.138413     -1.986725      0.774111      0.738800     -0.021123 
    34.600000      2.709253      0.135541     -1.986003      0.772282      0.736957     -0.021095 
    34.700000      2.711341      0.132678     -1.985275      0.770461      0.735118     -0.021067 
    34.800000      2.713387      0.129825     -1.984543      0.768648      0.733282     -0.021038 
    34.900000      2.715390      0.126980     -1.983806      0.766842      0.731449     -0.021010 
    35.000000      2.717352      0.124144     -1.983064      0.765044      0.729620     -0.020981 
    35.100000      2.719271      0.121317     -1.982317      0.763253      0.727795     -0.020952 
    35.200000      2.721148      0.118498     -1.981565      0.761470      0.725973     -0.020924 
    35.300000      2.722983      0.115687     -1.980807      0.759694      0.724155     -0.020895 
    35.400000      2.724777      0.112884     -1.980045      0.757926      0.722340     -0.020866 
    35.500000      2.726528      0.110089     -1.979277      0.756165      0.720529     -0.020837 
    35.600000      2.728238      0.107302     -1.978504      0.754411      0.718722     -0.020808 
    35.700000      2.729907      0.104522     -1.977726      0.752665      0.716918     -0.020779 
    35.800000      2.731534      0.101749     -1.976942      0.750926      0.715118     -0.020750 
